"pair_id","trial_type","n_ratings","lmer_pred_all_data","Bayes_pred_all_data","Bayes_error_all_data","Bayes_Q2.5_all_data","Bayes_Q97.5_all_data","Bayes_pred_3plus_ratings"
"105_218","midi_to_midi",2,3.29238634577569,3.28642903561763,1.31847455887325,0.677591486355447,5.89042247247118,NA
"1051_1315","midi_to_audio",5,5.65338079024127,5.64302174552673,0.978551789957739,3.72866776014886,7.56940735352162,5.59114828303617
"1053_1054","midi_to_midi",4,3.40939372543176,3.4073927891119,1.07758669724874,1.31580091042519,5.53380821543546,3.32330810670269
"1055_1056","midi_to_audio",1,6.45426616675445,6.46092930607345,1.53513324529327,3.43954195205847,9.46941220354697,NA
"1058_1417","midi_to_midi",1,4.25567742688443,4.26200942106874,1.50731600191973,1.35277803073287,7.20273015779501,NA
"106_168","midi_to_midi",1,5.35744413206889,5.35319039812628,1.50488846859794,2.41382552217056,8.3230540250291,NA
"1061_1456","midi_to_audio",1,4.80815150338864,4.79260003939166,1.49919954931975,1.92451909183923,7.73300189209706,NA
"1063_1216","midi_to_midi",1,6.22310373667164,6.21264646929213,1.50650764217044,3.25699522605794,9.1576795411764,NA
"1064_1075","midi_to_audio",4,4.04865077595219,4.04938762698233,1.07667702525956,1.93484564908331,6.14113911904089,3.96211015885472
"1066_1393","midi_to_audio",1,4.50647638089241,4.49337694465106,1.53082545910281,1.44111261618885,7.47840410231046,NA
"1067_1399","midi_to_audio",1,3.73199436902901,3.74266667894867,1.37593668783785,1.05998798589128,6.44301811915831,NA
"1067_1399","midi_to_midi",2,2.41135239379252,2.42024730078666,1.23649466089631,0.0120776314534282,4.8469895327301,NA
"1068_1410","midi_to_audio",6,5.07084386325036,5.07652282725541,0.923152593806833,3.28296943182753,6.88251564052277,4.85504932373774
"1068_1702","midi_to_audio",1,5.29374303426908,5.30309292317361,1.50851847586866,2.36401891562951,8.24893226538259,NA
"107_851","midi_to_audio",1,5.43797837121155,5.43561384639397,1.51247934936887,2.45623475975257,8.38766166157182,NA
"1072_1862","midi_to_audio",1,4.29416134278304,4.28012642800655,1.51933101462995,1.2945251564243,7.22609297003756,NA
"1073_1207","midi_to_audio",1,6.38802773490991,6.39951978727476,1.52446071329662,3.41419118217415,9.38867086239355,NA
"1074_1398","midi_to_audio",3,5.56200378075338,5.56196104304096,1.17695955496192,3.24539737975476,7.8748082406799,5.5803426893702
"1076_1077","midi_to_audio",2,8.00049524096334,8.01700228442424,1.3139598330783,5.43616268736639,10.5985658316273,NA
"1078_1451","midi_to_audio",1,5.06653612677923,5.07325366050775,1.54997051383907,2.02652460911977,8.07757478267274,NA
"1079_1453","midi_to_audio",3,6.47937964453452,6.49292521036208,1.12714176447287,4.2748097061538,8.65168898022157,6.40940639901294
"1079_1453","midi_to_midi",1,4.5907978308628,4.58004020462718,1.37135419399659,1.86051660275713,7.23990947498281,NA
"1081_1611","midi_to_audio",2,5.44391345593294,5.44933469377606,1.28922846649425,2.94842168455974,7.97080139673823,NA
"1082_1456","midi_to_audio",1,6.26672504375821,6.27085747611515,1.53684467339334,3.29034051190344,9.26543255969136,NA
"1083_1440","midi_to_audio",1,5.5124888119734,5.51647196377644,1.5371950907457,2.4784636249873,8.5594948263462,NA
"1084_1089","midi_to_audio",1,6.02022208641289,6.0308305078613,1.51776277689774,3.09455844590396,9.0189437032844,NA
"1085_1450","midi_to_audio",1,6.75266340989233,6.75547340563394,1.52277156280421,3.78057926818781,9.74106700389713,NA
"1087_1140","midi_to_audio",9,6.01509945956872,6.01568297544879,0.794636575373738,4.45360845726319,7.5926243658836,6.04308433310921
"1089_1144","midi_to_audio",1,3.33473423976898,3.32707968406401,1.50614378314076,0.413639873546293,6.3440448039418,NA
"109_223","midi_to_audio",3,3.95062634061311,3.95028270483663,1.11860655150766,1.73701089085201,6.14319477295879,3.61840307968555
"109_223","midi_to_midi",1,3.94710972480192,3.94888367044328,1.37138153790495,1.28897877199108,6.67726189820148,NA
"1090_1558","midi_to_audio",21,3.10915287978609,3.1167984583999,0.536154793702993,2.04990729612868,4.18769601834669,3.15779158020888
"1090_1558","midi_to_midi",8,4.08930286157139,4.08990997358789,0.773188661321448,2.59296376384396,5.60567981492351,3.82616967463766
"1091_1191","midi_to_audio",1,3.81871271212332,3.83423270421428,1.50207411287962,0.854287999228694,6.81117148466122,NA
"1092_3081","midi_to_audio",1,3.56474605947107,3.57226132615275,1.52234786361707,0.583052731804917,6.54287193368394,NA
"1094_1604","midi_to_audio",2,5.71830152696169,5.71481935122209,1.31011838200931,3.12784893991775,8.28730261036078,NA
"1095_1103","midi_to_midi",2,5.6103224005204,5.61917880324953,1.30962296499769,3.05346939135786,8.17306476924812,NA
"1096_1455","midi_to_audio",5,4.54495309998017,4.53886535841562,0.933929870347901,2.74465068695891,6.372548634049,4.9923986701631
"1096_1455","midi_to_midi",2,2.78777663754132,2.77784654684928,1.19112576609832,0.428744442265246,5.13646008734743,NA
"1097_1889","midi_to_midi",1,2.70735511713026,2.70729814611884,1.51991809546082,-0.269534724822861,5.67491834779928,NA
"1099_2961","midi_to_midi",2,4.40762095213676,4.40262951816649,1.29618627290556,1.84644861874598,6.96582073477432,NA
"110_228","midi_to_audio",1,5.61293642075163,5.62912121585953,1.52606716883903,2.62639217462307,8.64589495087006,NA
"1101_1165","midi_to_audio",1,5.43600033351087,5.44437260397463,1.50865958676316,2.42942267376684,8.39305884739504,NA
"1102_1125","midi_to_audio",1,6.41569235316976,6.43463548309834,1.51722630752372,3.45376407211548,9.38728342970304,NA
"1103_1105","midi_to_audio",5,6.71052273866415,6.70545892543169,0.987469419159253,4.76351342993678,8.62618420617915,6.67372973931744
"1103_1391","midi_to_midi",1,3.4361507466954,3.41307448701729,1.50537811587147,0.440651346710713,6.35146074396058,NA
"1104_2044","midi_to_midi",1,4.57258566966859,4.57871531591204,1.51287423614417,1.63233665726276,7.57393767205994,NA
"1106_2213","midi_to_audio",1,3.50309642902391,3.504031794457,1.52649272898307,0.473561697323731,6.51848990246169,NA
"1107_3092","midi_to_audio",2,3.56276562542925,3.56270734461934,1.29379675523443,1.0434735684413,6.11201009349474,NA
"1109_1182","midi_to_audio",1,6.21898335571571,6.21463210067245,1.5231149456309,3.23324961887452,9.14089850627622,NA
"111_1069","midi_to_audio",4,4.01935070855562,4.01031213741685,1.07393955745565,1.90145180708129,6.11568445092398,3.97116777549231
"1110_1234","midi_to_midi",1,4.00203466345272,3.99751772561838,1.54052382795627,0.954829138246988,6.96174313927615,NA
"1111_1387","midi_to_audio",1,5.83317161419881,5.84100453854085,1.51937711998723,2.87925786283381,8.80741598855919,NA
"1112_1113","midi_to_midi",1,4.12813669670576,4.1311782182599,1.51260016385846,1.12973563251435,7.11510890108294,NA
"1114_1115","midi_to_audio",1,7.47155283014569,7.48852573588125,1.53330404075646,4.48388579214413,10.5084576847842,NA
"1116_1126","midi_to_audio",18,6.0262806793747,6.02775425592953,0.567900668660862,4.90604528652435,7.14079279010583,6.06506112733895
"1116_1126","midi_to_midi",4,4.69317819018786,4.69917853450089,0.964918216872955,2.79944772242811,6.58218746478211,4.56895242157168
"1117_1264","midi_to_audio",1,4.33414689172675,4.33539935840416,1.49828692047872,1.40439406098179,7.26177593872421,NA
"1118_2926","midi_to_audio",1,4.33623892866574,4.33746684524182,1.51657731883914,1.39157223840837,7.33236059356078,NA
"112_161","midi_to_audio",1,6.32119879735024,6.33697811755843,1.51976598888641,3.37299945295091,9.27547914997031,NA
"1120_1383","midi_to_midi",1,3.53884284248089,3.52968624753622,1.50690511286524,0.573674286137923,6.51646792716415,NA
"1121_2399","midi_to_audio",1,7.28991629817591,7.28986677245129,1.54076289468077,4.26665846554808,10.3481958326918,NA
"1122_1266","midi_to_audio",1,5.53791360080768,5.55202825186951,1.51781567812519,2.54121493840828,8.48398670179087,NA
"1123_1955","midi_to_midi",1,5.06197249427991,5.06005070195692,1.52649687276025,2.07246182227804,8.03619971006177,NA
"1124_1273","midi_to_audio",1,3.17506127181251,3.18892294736059,1.4575638444024,0.353715987788783,6.06356747482806,NA
"1124_1273","midi_to_midi",1,1.93029878722759,1.93149126978101,1.44108764816532,-0.874653022271657,4.77956389627875,NA
"1127_1474","midi_to_midi",1,3.43933759453978,3.44108223289667,1.52034814723204,0.395620597173013,6.45551450382461,NA
"1128_1503","midi_to_audio",4,6.34472685627611,6.34231496952602,1.06167731695312,4.26701475787768,8.40163749596727,6.36532702126543
"1129_1275","midi_to_audio",2,6.63416137005708,6.65166510769525,1.25537057854778,4.18834848806432,9.14060091815564,NA
"1129_1275","midi_to_midi",1,5.04172685053419,5.02583308435614,1.40525912497242,2.30640979019953,7.77134030342456,NA
"113_137","midi_to_audio",5,4.16225304487951,4.16049345031529,0.982470272468839,2.20461386978488,6.06838605846384,4.10449480551308
"1131_1495","midi_to_audio",3,7.62224962449549,7.62841236087271,1.172429906282,5.32442023287103,9.95650369959773,7.71001610963185
"1132_2997","midi_to_audio",1,4.94087372451095,4.94103880688166,1.5233759040653,1.92308607532289,7.90298889776376,NA
"1134_1555","midi_to_audio",10,3.83482776965328,3.83609778736162,0.753533646706123,2.37085762990602,5.31655300258074,3.88575533899867
"1134_1555","midi_to_midi",1,2.88847352173333,2.89659867298964,1.28875205681462,0.39081164175014,5.43108258060623,NA
"1136_1281","midi_to_audio",1,5.31432013383169,5.3243326592017,1.49333780623526,2.42550574682736,8.26113683450726,NA
"1137_1296","midi_to_audio",1,5.82501807568115,5.83021985045113,1.50066110319674,2.93827130943447,8.78305224671379,NA
"1137_1352","midi_to_midi",8,2.23231126108978,2.22478116714237,0.835219735290828,0.58752453324848,3.89000965256836,2.1799607900825
"1138_1147","midi_to_audio",2,6.39199215597028,6.3892829885874,1.24917253130499,3.9232037661597,8.80572570025403,NA
"1138_1147","midi_to_midi",1,6.03962541059588,6.03521851237153,1.39153621297188,3.32558635910939,8.78433540324117,NA
"1139_2519","midi_to_audio",1,3.66716380361793,3.65964999216377,1.51284096030156,0.685401350924433,6.63406485826331,NA
"114_115","midi_to_audio",1,6.0476084481531,6.04784796476414,1.53528618185938,3.03486198620551,9.05715331865286,NA
"1142_1289","midi_to_midi",4,6.66702945644945,6.67022882781608,1.07632124859504,4.56087919258209,8.78638016916372,6.60289697960885
"1143_1152","midi_to_midi",1,4.73646123602904,4.74128156345491,1.51570464642435,1.75414506728275,7.68766009851288,NA
"1151_1519","midi_to_audio",14,7.18196919048749,7.18528490668095,0.636439351871452,5.92255693844017,8.41090401800543,7.17388773091705
"1151_1519","midi_to_midi",4,6.39961927923654,6.39397934342524,0.973951803404095,4.48699186160363,8.30923532272392,6.06132317027247
"1154_1155","midi_to_audio",2,6.13316413099269,6.14680053332933,1.30425933666305,3.59652496600909,8.74536553513624,NA
"1157_1170","midi_to_audio",3,5.36000600476386,5.3612147574707,1.15994440480682,3.096756252381,7.63740724139162,5.32435744602046
"1158_1332","midi_to_audio",1,6.83671371996788,6.85110570290216,1.43395477786984,4.08136060319681,9.64226084740756,NA
"1158_1332","midi_to_midi",1,5.53873289947552,5.54475882224677,1.43874063489228,2.71461688644072,8.35156447086032,NA
"1159_1557","midi_to_audio",1,4.79578250236102,4.80147031212392,1.52084818790765,1.8209309593351,7.8140811216081,NA
"1161_1817","midi_to_audio",1,3.6273884805277,3.62183328049494,1.5040814818956,0.668630154052023,6.57741737289825,NA
"1162_1163","midi_to_audio",3,6.56040369560434,6.55879143209004,1.16353671729926,4.27793726268437,8.82430623491212,6.42507971616771
"1166_2044","midi_to_audio",1,4.70563433849629,4.71306178911243,1.531449237921,1.71521965519015,7.77193192152467,NA
"1169_1537","midi_to_audio",1,3.18722627349608,3.19796395270979,1.44650328657274,0.342060267446915,6.04974243283107,NA
"1169_1537","midi_to_midi",1,2.23244751960845,2.23570882433407,1.43014887426951,-0.589090741591647,5.02710291998851,NA
"117_119","midi_to_audio",4,4.74993986902705,4.7592479815902,1.05627901037506,2.67765291123614,6.80297576351953,4.74431586854466
"1173_1307","midi_to_audio",1,6.41299457690607,6.39951321553957,1.52299031668583,3.43041975564067,9.35045410084757,NA
"1174_1176","midi_to_audio",1,6.5187443155002,6.51333266991988,1.51214120790759,3.55689564204019,9.44273305905639,NA
"1177_2119","midi_to_midi",1,2.80203939179445,2.80321206624211,1.5151131269043,-0.164107962177365,5.76682125606127,NA
"1178_1179","midi_to_audio",2,6.86850481416552,6.87764220974988,1.32204922183233,4.3207550199998,9.44922102857811,NA
"118_829","midi_to_audio",1,5.53514922349947,5.54845816412111,1.50838436005617,2.56325819982035,8.47095675979407,NA
"1181_1993","midi_to_audio",1,3.72421680031981,3.72364096576972,1.51318748191333,0.746906914508843,6.71779977605184,NA
"1183_1184","midi_to_audio",1,6.39844255822647,6.41629790941133,1.51460288595049,3.45650270366245,9.38460345501772,NA
"1185_1186","midi_to_audio",2,6.34966745259197,6.37249901943204,1.31328381990852,3.77285170945556,8.94530143354478,NA
"1187_1388","midi_to_audio",1,6.66720912549806,6.6692558298786,1.53647846386219,3.64738736068299,9.68292461224044,NA
"1189_1402","midi_to_midi",1,3.28046357554509,3.26681929497065,1.51834565712449,0.307213109807624,6.26022598433849,NA
"1190_1420","midi_to_midi",1,5.70670596567765,5.71446600969044,1.51151763462895,2.74508095119165,8.68520031942321,NA
"1192_1421","midi_to_audio",1,3.95978238689344,3.94859793120309,1.52484222934532,0.94332436403829,6.91609214159141,NA
"1193_1358","midi_to_audio",4,3.28989945075686,3.29905111150521,0.959072110090661,1.43698360105562,5.18318730524299,3.36344946721964
"1193_1358","midi_to_midi",19,1.45463059950057,1.45688606586417,0.568396771290378,0.340423704420595,2.56897516988067,1.47315855737441
"1194_1195","midi_to_audio",2,4.9858874333071,4.98362597143562,1.31739500461877,2.39396770521236,7.54795602095747,NA
"1196_1382","midi_to_midi",1,2.41843631741295,2.39973932099058,1.53308238842405,-0.633769296629513,5.44023093280257,NA
"1197_1383","midi_to_midi",2,2.55264242554487,2.54272271741336,1.29829236555777,0.00402850635659344,5.08640216052282,NA
"1198_1489","midi_to_audio",1,5.88890441400278,5.90914466129669,1.52578462441229,2.93235942547042,8.87931231367131,NA
"1199_1822","midi_to_audio",2,6.13752626037144,6.1468632176221,1.23835636779153,3.70201308995284,8.61928692590292,NA
"1199_1822","midi_to_midi",1,4.5987736532181,4.58885168423744,1.39445441901529,1.89529475509341,7.32612169206502,NA
"12_32","midi_to_audio",1,4.68604480001253,4.6791006932613,1.42722794008774,1.85331246313457,7.46503428353944,NA
"12_32","midi_to_midi",1,3.94064392461947,3.94034478059122,1.44368871511249,1.0952638663606,6.78816881401626,NA
"1200_2147","midi_to_audio",1,3.81128915789126,3.80792116404661,1.45475286511904,0.953723377906474,6.64611099583852,NA
"1200_2147","midi_to_midi",1,2.66640015216844,2.66176750600825,1.44029892952226,-0.126287127728381,5.48162601788178,NA
"1201_2515","midi_to_midi",1,4.67848788637117,4.68062650308976,1.53777052775164,1.68804621118112,7.7044021772631,NA
"1202_1230","midi_to_audio",18,6.2510599345727,6.25895801687905,0.583529719526979,5.12205417009678,7.40203916087703,6.24349850372724
"1203_2224","midi_to_midi",1,6.05670228052863,6.04403239758372,1.5152268347007,3.05267829513687,9.00792661422212,NA
"1204_1233","midi_to_audio",1,6.42693230285975,6.40038974244505,1.46164382688814,3.55403316985958,9.26827063282913,NA
"1204_1233","midi_to_midi",1,6.02000898597611,6.01069154878041,1.45813559346764,3.13876627840705,8.85957044623984,NA
"1204_1294","midi_to_audio",1,5.06361386637823,5.06783163209775,1.50876990109274,2.12055985656708,8.02066086475942,NA
"1205_1337","midi_to_audio",1,4.60780550940101,4.62752822983319,1.51242880396716,1.7006575559001,7.5592741511296,NA
"1208_1629","midi_to_audio",1,6.48367301847134,6.4877136776736,1.52230009532816,3.52127019018958,9.44572534298206,NA
"121_211","midi_to_audio",4,4.96403856818211,4.95915270829879,1.07612285909843,2.84060072792637,7.05935958120761,4.81533989027911
"1210_1214","midi_to_audio",1,3.65273336533064,3.65644837325866,1.52661019768155,0.630287199277327,6.64764279048626,NA
"1211_1489","midi_to_midi",2,3.58320919065734,3.57092087952909,1.30633588276396,1.04695265099911,6.14116575767963,NA
"1212_1247","midi_to_audio",6,4.49291044677261,4.50798999301737,0.893274219272821,2.74653573019148,6.24120284872185,4.51130191664072
"1212_1247","midi_to_midi",1,3.53128441270376,3.53081831398832,1.31294350355792,0.928654304903701,6.05885996026591,NA
"1213_2096","midi_to_audio",2,2.3864540039609,2.39495275244232,1.31568242769464,-0.177304946620582,4.99343664113534,NA
"1215_1571","midi_to_audio",1,5.1151986378439,5.11137008408509,1.53607102007193,2.09897962968719,8.1119026579579,NA
"1218_2083","midi_to_midi",1,3.0595662093775,3.05759238851059,1.51775472176218,0.0292849147807542,6.04547546361625,NA
"1219_2617","midi_to_midi",1,4.97235100522353,4.97627091792338,1.49716056134912,2.04349718212463,7.94139533357926,NA
"122_216","midi_to_audio",19,4.74325283287499,4.74597804524813,0.54908404811707,3.67176538537226,5.82253414469421,4.59200577353138
"122_216","midi_to_midi",16,2.60243459101227,2.60628834925647,0.589749340975025,1.46221498649363,3.79241726227323,2.69670693147191
"1220_2134","midi_to_audio",2,7.55307164541354,7.55527442329291,1.22425023830978,5.12966791547582,9.97859143424024,NA
"1220_2134","midi_to_midi",2,5.97125903400086,5.96276259479482,1.21445136491557,3.62103650984316,8.3177923257672,NA
"1221_1574","midi_to_audio",1,6.49845245285135,6.52380293295733,1.51713458808184,3.56870520425729,9.49572956981623,NA
"1222_2046","midi_to_audio",1,4.98217001423433,4.99468636042902,1.52355364158434,2.02053452428423,7.99850664121737,NA
"1223_1599","midi_to_midi",1,4.22824891219458,4.21422009855112,1.51682869583446,1.21132233367524,7.18848848364149,NA
"1224_1893","midi_to_midi",10,3.19272550347787,3.20619877612997,0.771226098102026,1.72107892786243,4.72946682967325,3.15983310602491
"1225_1854","midi_to_audio",2,5.66176582376684,5.66791258370927,1.3025985993439,3.08157260920293,8.23695639122322,NA
"1226_1981","midi_to_midi",1,2.89599665719693,2.89711126417965,1.50863359104466,-0.0198561807417871,5.85511213530427,NA
"1227_1671","midi_to_audio",1,6.45426616675445,6.46344592304421,1.50475569305425,3.51994182571954,9.46093233552049,NA
"1228_1913","midi_to_audio",2,4.45517491554183,4.45341199849987,1.28817689863878,1.94271964179173,6.99591705825712,NA
"1231_1509","midi_to_midi",16,5.25239051159101,5.25591571662201,0.625245343444635,4.02900485424355,6.46659327104935,5.21700599382713
"1232_1582","midi_to_audio",2,5.6551458555048,5.65965962785384,1.30797655058178,3.09287511930057,8.21915389361994,NA
"1235_1353","midi_to_audio",1,3.50613040364179,3.50971916052778,1.43033747172187,0.732974537610602,6.28947546551173,NA
"1235_1353","midi_to_midi",1,2.91150188934383,2.909467210926,1.41700430910087,0.146853066579705,5.67540678487786,NA
"1238_1708","midi_to_audio",1,4.66852584761636,4.67354061534535,1.50263146525353,1.70438956368996,7.58382165934491,NA
"1239_1433","midi_to_midi",1,5.42592563227435,5.42483846518122,1.51968969614882,2.43826721193121,8.39474834785897,NA
"124_125","midi_to_midi",1,5.70013515371451,5.70171395950516,1.5097477958473,2.7533078997803,8.6351223814457,NA
"1240_1304","midi_to_audio",1,6.58983115749465,6.59561399979248,1.52076054534343,3.6174753091214,9.5525329792791,NA
"1241_1261","midi_to_audio",1,5.05817526618811,5.05476719966855,1.52882873197295,2.0782532440054,8.08646694452682,NA
"1242_1912","midi_to_audio",2,3.9991893659878,3.99892158565798,1.27614656782444,1.5154877662399,6.48689252752339,NA
"1244_1432","midi_to_audio",2,5.66176582376684,5.66202448112997,1.29443709108368,3.11463234640375,8.17593012561117,NA
"1245_1262","midi_to_midi",2,4.41430759380546,4.40740297781589,1.3153562831201,1.81934441246621,6.99117421817678,NA
"1246_2981","midi_to_audio",7,5.26244583065128,5.26879604338214,0.822371815953663,3.63883887997661,6.90187373849503,5.17170498739804
"1246_2981","midi_to_midi",14,1.72035240833661,1.71583343512832,0.640241979789015,0.450267536419621,2.96867546487556,1.85847149125814
"1248_1914","midi_to_audio",1,5.98589071884367,5.98672586178004,1.51590717954709,3.00967880942943,8.92096494825086,NA
"1249_2516","midi_to_audio",1,3.3052991443999,3.30776466497074,1.48360744436432,0.40516710892809,6.22352836317438,NA
"1251_1489","midi_to_audio",1,5.87788743555804,5.88695855890069,1.5104860841952,2.94031272374012,8.84689237678751,NA
"1252_2137","midi_to_audio",1,7.19484603687829,7.21388349025457,1.52448225383015,4.24859479240539,10.1799213856907,NA
"1253_1671","midi_to_midi",2,3.40856078291336,3.39775200082551,1.32158265147052,0.830359624404338,6.01570511490076,NA
"1254_2591","midi_to_audio",1,4.52662003405988,4.53937037522811,1.50019119610845,1.64216078235851,7.45971654826167,NA
"1255_1256","midi_to_midi",1,6.42032906666392,6.41575252366841,1.54551698790497,3.36060711961518,9.41213963365553,NA
"1257_1497","midi_to_midi",1,5.15928199014823,5.15344191977009,1.51122130328491,2.16222092528102,8.12563098153959,NA
"1258_1486","midi_to_audio",3,5.48904572325188,5.48857692827551,1.18387358686449,3.18584475485424,7.80502771476238,5.42523714398795
"1259_1648","midi_to_midi",1,4.19069412666236,4.17574073738736,1.51260478735863,1.17738345018108,7.14885098709133,NA
"126_1071","midi_to_audio",1,3.92063372655653,3.9268065192684,1.53809612758037,0.912441352670836,6.95273820182379,NA
"1260_1709","midi_to_audio",1,6.98694385896478,7.00069568012586,1.49555447165703,4.0545604071702,9.958777630252,NA
"1262_1488","midi_to_midi",2,6.24727557191107,6.23640764346149,1.31195477262005,3.68610221391642,8.80671503262174,NA
"1264_1268","midi_to_midi",1,4.65814001372743,4.66587992983384,1.51074989468837,1.70667230428241,7.63398565379829,NA
"1264_1493","midi_to_midi",2,4.83046221544526,4.83865207092491,1.32543186051366,2.2404798814129,7.42988270717488,NA
"1264_1902","midi_to_audio",2,4.8546099500634,4.8619198280881,1.30453585266734,2.29468517030564,7.39798966699115,NA
"1264_2034","midi_to_audio",1,3.10461819387605,3.10742050241006,1.39814503664036,0.366600272820391,5.85298769185218,NA
"1264_2034","midi_to_midi",2,1.87300795686123,1.86708661361295,1.26587567395406,-0.602181411044839,4.35064946605402,NA
"1264_2287","midi_to_audio",8,2.43870769870795,2.43788876008652,0.825811892235671,0.813992760923312,4.05164634514805,2.39719460986798
"1265_1498","midi_to_midi",8,3.67990923578771,3.67171111599653,0.824492254274915,2.06487492847764,5.27769885480046,3.64028328693953
"1266_1267","midi_to_midi",1,4.86311368528887,4.84806273481506,1.51863253858773,1.85280259273338,7.83250144863576,NA
"1269_1273","midi_to_audio",1,5.16440067987755,5.18556385827703,1.42818057887484,2.40004564185258,7.94502765871773,NA
"1269_1273","midi_to_midi",1,3.3059061036051,3.30171500534345,1.42453503687703,0.532229019557928,6.05435365478664,NA
"127_873","midi_to_audio",11,5.21555192456063,5.22345972433662,0.721285740294152,3.79001459634966,6.62726666610613,5.18607687042691
"1270_1498","midi_to_audio",1,7.21241345875469,7.21626400875556,1.52836686736289,4.25065138864136,10.2007101839609,NA
"1271_2488","midi_to_audio",1,3.87790091901812,3.88066036406006,1.53543812192763,0.921226718005771,6.92691697680955,NA
"1272_2517","midi_to_audio",1,6.33641950083342,6.31996500851862,1.50312048540752,3.37511291348748,9.26883689235854,NA
"1276_1510","midi_to_audio",1,4.31780711711259,4.32654104168445,1.51332895536699,1.40092243947694,7.28852532154861,NA
"1277_1278","midi_to_audio",29,7.03823721962523,7.04502967752517,0.454213733948297,6.1669822825535,7.95743989533185,7.09710327034107
